Row,Column,ESP,ID,FrameCnt,Latitude,Longitude,RSSI,SNR,Time
360,293,-118.62401015882706,135358,267,39.99929167,116.33103,-111,-6.8,2019-03-05T01:07:35.311488934Z
360,293,-120.33779541063677,135359,268,39.99929167,116.33103,-111,-8.8,2019-03-05T01:07:40.316073948Z
356,293,-121.23249407632485,135360,269,39.999665,116.3309767,-111,-9.8,2019-03-05T01:07:45.329044987Z
356,293,-120.33779541063677,135361,270,39.999665,116.3309767,-111,-8.8,2019-03-05T01:07:50.33011999Z
348,292,-118.95746206410165,135362,271,40.00042,116.3309383,-111,-7.2,2019-03-05T01:07:55.330654991Z
329,292,-120.23249407632485,135365,276,40.00206167,116.33083,-110,-9.8,2019-03-05T01:08:20.354469063Z
321,292,-122.59612087980607,135366,277,40.00280333,116.3308533,-112,-10.2,2019-03-05T01:08:25.362069086Z
321,292,-119.21081852649533,135367,278,40.00280333,116.3308533,-111,-7.5,2019-03-05T01:08:30.362891088Z
311,292,-116.04220837241459,135368,279,40.00372333,116.3308333,-110,-4.8,2019-03-05T01:08:35.37010111Z
300,292,-115.31329815912463,135369,281,40.00467667,116.3307917,-110,-3.8,2019-03-05T01:08:45.380475141Z
300,292,-115.81412565612067,135370,282,40.00467667,116.3307917,-109,-5.8,2019-03-05T01:08:50.388265164Z
293,291,-109.65161530835512,135371,283,40.00535,116.3307067,-106,-1.2,2019-03-05T01:08:55.392241176Z
293,291,-109.53901891043867,135372,284,40.00535,116.3307067,-106,-1,2019-03-05T01:09:00.395384186Z
285,290,-109.24814186348229,135373,285,40.00609833,116.3306483,-105,-2.2,2019-03-05T01:09:05.410335231Z
285,290,-115.19331048066094,135374,286,40.00609833,116.3306483,-109,-5,2019-03-05T01:09:10.404394213Z
275,288,-121.41392685158225,135375,287,40.006995,116.330365,-111,-10,2019-03-05T01:09:15.412594237Z
275,288,-116.57833241382157,135376,288,40.006995,116.330365,-110,-5.5,2019-03-05T01:09:20.418585255Z
267,284,-116.76434862436486,135377,289,40.00771,116.3298433,-112,-3,2019-03-05T01:09:25.421008263Z
267,284,-111.24814186348229,135378,290,40.00771,116.3298433,-107,-2.2,2019-03-05T01:09:30.427232281Z
265,283,-115.79706163635328,135379,291,40.00785167,116.3297233,-104,-11.5,2019-03-05T01:09:35.434588303Z
265,283,-120.69305820175224,135380,292,40.00785167,116.3297233,-111,-9.2,2019-03-05T01:09:40.439797319Z
265,282,-120.21081852649533,135381,293,40.007845,116.3297017,-112,-7.5,2019-03-05T01:09:45.449619348Z
265,282,-120.23249407632485,135382,294,40.007845,116.3297017,-110,-9.8,2019-03-05T01:09:50.448877346Z
265,282,-117.21081852649533,135383,295,40.00785833,116.329695,-109,-7.5,2019-03-05T01:09:55.452857358Z
263,281,-115.37736039420676,135384,297,40.00801667,116.3295567,-108,-6.5,2019-03-05T01:10:05.46360439Z
263,281,-110.04220837241459,135385,298,40.00801667,116.3295567,-104,-4.8,2019-03-05T01:10:10.47002341Z
263,279,-115.10373555853747,135386,299,40.00804167,116.3293483,-110,-3.5,2019-03-05T01:10:15.474892424Z
263,279,-110.01029995663981,135387,300,40.00804167,116.3293483,-107,0,2019-03-05T01:10:20.479508438Z
263,275,-107.32474080687587,135388,302,40.00799833,116.328815,-105,1.5,2019-03-05T01:10:30.488678466Z
263,272,-112.45540463109293,135389,303,40.007995,116.328415,-111,4,2019-03-05T01:10:35.499743499Z
263,272,-97.2422083724146,135390,304,40.007995,116.328415,-96,4.8,2019-03-05T01:10:40.502435507Z
264,266,-96.19331048066094,135391,306,40.00793333,116.3277417,-95,5,2019-03-05T01:10:50.513720541Z
276,266,-108.45540463109293,135394,309,40.00686,116.32778,-107,4,2019-03-05T01:11:05.528483585Z
276,266,-102.93775920356249,135395,310,40.00686,116.32778,-101,2.5,2019-03-05T01:11:10.530481591Z
291,268,-112.42869465226148,135397,313,40.00554333,116.328025,-109,-0.8,2019-03-05T01:11:25.543033629Z
291,268,-109.01029995663981,135398,314,40.00554333,116.328025,-106,0,2019-03-05T01:11:30.551686655Z
291,264,-113.76434862436486,135399,315,40.00547167,116.3275267,-112,3,2019-03-05T01:11:35.557598672Z
291,264,-104.82474080687587,135400,316,40.00547167,116.3275267,-101,-1.5,2019-03-05T01:11:40.561759685Z
292,257,-111.91145114746676,135401,317,40.00543,116.3267267,-109,0.2,2019-03-05T01:11:45.568347705Z
292,257,-112.10373555853747,135402,318,40.00543,116.3267267,-107,-3.5,2019-03-05T01:11:50.572648717Z
292,249,-110.1244260279434,135403,319,40.00540333,116.3258183,-106,-2,2019-03-05T01:11:55.57686173Z
292,249,-111.62869465226149,135404,320,40.00540333,116.3258183,-109,0.8,2019-03-05T01:12:00.578175734Z
292,243,-116.76434862436486,135405,321,40.005375,116.3250683,-112,-3,2019-03-05T01:12:05.585146755Z
293,237,-113.00289472231206,135406,323,40.00534833,116.3244433,-109,-1.8,2019-03-05T01:12:15.597848793Z
293,237,-111.31329815912463,135407,324,40.00534833,116.3244433,-106,-3.8,2019-03-05T01:12:20.605820817Z
293,233,-110.01029995663981,135408,325,40.005325,116.3239833,-107,0,2019-03-05T01:12:25.608094824Z
293,227,-116.63215008122022,135409,327,40.00529833,116.3232567,-112,-2.8,2019-03-05T01:12:35.622057866Z
293,227,-114.31329815912463,135410,328,40.00529833,116.3232567,-109,-3.8,2019-03-05T01:12:40.627680883Z
293,221,-117.81879480002063,135411,329,40.00526333,116.32253,-112,-4.5,2019-03-05T01:12:45.628755886Z
293,221,-120.5149694202523,135412,330,40.00526333,116.32253,-111,-9,2019-03-05T01:12:50.642725928Z
297,213,-121.69305820175224,135415,334,40.00494833,116.3215567,-112,-9.2,2019-03-05T01:13:10.655986967Z
