Row,Column,ESP,ID,FrameCnt,Latitude,Longitude,RSSI,SNR,Time
288,210,-121.81209675612978,108733,36,40.00574833,116.3212417,-113,-8.2,2018-12-31T09:34:33.245755508Z
303,218,-115.81412565612067,108766,40,40.00439,116.3221633,-109,-5.8,2018-12-31T09:53:01.817763453Z
303,218,-121.6389203414338,108767,41,40.00439,116.3221633,-113,-8,2018-12-31T09:53:06.933956801Z
303,218,-115.53901891043867,108768,42,40.00439,116.3221633,-112,-1,2018-12-31T09:53:16.429629288Z
303,218,-121.81209675612978,108769,43,40.00439,116.3221633,-113,-8.2,2018-12-31T09:53:25.562656687Z
303,218,-125.34609373817284,108770,44,40.00439,116.3221633,-119,-5.2,2018-12-31T09:53:35.961451884Z
302,213,-107.60373555853748,108787,54,40.00445333,116.3215833,-106,3.5,2018-12-31T09:54:45.07335622Z
302,213,-111.69859540490393,108789,55,40.004465,116.3216233,-110,3.2,2018-12-31T09:54:53.81366044Z
302,213,-110.31329815912463,108791,56,40.00446,116.321635,-105,-3.8,2018-12-31T09:55:02.522360567Z
300,213,-112.62869465226149,108793,57,40.00466,116.3216483,-110,0.8,2018-12-31T09:55:11.954551863Z
300,213,-109.42869465226148,108795,58,40.00466,116.3216483,-106,-0.8,2018-12-31T09:55:17.232774698Z
297,212,-109.00289472231206,108797,59,40.004895,116.3215183,-105,-1.8,2018-12-31T09:55:22.355643066Z
297,212,-110.53901891043867,108799,60,40.004895,116.3215183,-107,-1,2018-12-31T09:55:31.551601654Z
291,212,-112.53901891043867,108800,61,40.005505,116.3214267,-109,-1,2018-12-31T11:07:16.967949903Z
291,212,-109.69859540490393,108802,62,40.005505,116.3214267,-108,3.2,2018-12-31T09:55:47.468240404Z
287,211,-109.76434862436486,108804,63,40.00584167,116.3213783,-108,3,2018-12-31T09:55:53.314787944Z
283,211,-111.82474080687587,108805,64,40.006225,116.3213333,-108,-1.5,2018-12-31T09:56:02.712016136Z
283,211,-115.01029995663981,108807,65,40.006225,116.3213333,-112,0,2018-12-31T09:56:08.669368008Z
278,211,-108.51329815912463,108809,66,40.006635,116.3213217,-107,3.8,2018-12-31T09:56:14.243133729Z
274,210,-93.87736039420676,108811,67,40.00704167,116.3212717,-93,6.5,2018-12-31T09:56:23.76972069Z
269,210,-93.66683163887967,108813,68,40.007425,116.3212233,-93,7.8,2018-12-31T09:56:34.474024577Z
269,210,-87.75746206410165,108814,69,40.007425,116.3212233,-87,7.2,2018-12-31T09:56:39.85300044Z
265,210,-87.79009749652566,108816,70,40.00779,116.321235,-87,7,2018-12-31T09:56:45.522756431Z
265,210,-98.82401015882706,108818,71,40.00779,116.321235,-98,6.8,2018-12-31T09:56:51.33999998Z
262,210,-103.75746206410165,108820,72,40.00812333,116.32118,-103,7.2,2018-12-31T09:56:56.639244082Z
258,210,-101.14609373817282,108822,73,40.00846167,116.3211617,-100,5.2,2018-12-31T09:57:06.183455449Z
257,209,-102.01412565612068,108824,74,40.00857167,116.321105,-101,5.8,2018-12-31T09:57:12.148432851Z
257,209,-97.14609373817282,108826,75,40.00857167,116.321105,-96,5.2,2018-12-31T09:57:17.907946092Z
256,210,-104.01412565612068,108827,76,40.00858167,116.3211567,-103,5.8,2018-12-31T09:57:23.518296481Z
