Row,Column,ESP,ID,FrameCnt,Latitude,Longitude,RSSI,SNR,Time
347,191,-117.79009749652566,167804,85,40.00042333,116.3191067,-110,-7,2019-03-12T03:57:46.518146108Z
348,192,-128.0778545523916,167806,86,40.00036167,116.319175,-116,-11.8,2019-03-12T03:57:51.537205223Z
348,192,-118.63215008122022,167807,87,40.00036167,116.319175,-114,-2.8,2019-03-12T03:57:57.313555881Z
348,192,-118.1244260279434,167809,88,40.00033833,116.3192067,-114,-2,2019-03-12T03:58:07.273656641Z
347,192,-123.62401015882706,167811,89,40.000375,116.3192233,-116,-6.8,2019-03-12T03:58:16.16002896Z
348,192,-124.97322793708696,167812,91,40.00035,116.3192267,-118,-6,2019-03-12T03:58:31.08007248Z
348,192,-128.23249407632485,167814,92,40.00035,116.3192267,-118,-9.8,2019-03-12T03:58:37.007889047Z
348,192,-130.28197456784994,167816,93,40.00035,116.3192267,-113,-17.2,2019-03-12T03:58:46.638237829Z
348,192,-134.06829128312452,167818,94,40.00035,116.3192267,-116,-18,2019-03-12T03:58:55.099291595Z
348,192,-132.62070769249442,167820,95,40.00035,116.3192267,-117,-15.5,2019-03-12T03:59:00.693532161Z
348,192,-127.69305820175224,167822,97,40.00035,116.3192267,-118,-9.2,2019-03-12T03:59:15.113788682Z
350,195,-122.33779541063677,167823,98,40.00012333,116.3195367,-113,-8.8,2019-03-12T03:59:20.377631265Z
350,195,-121.13380807687734,167825,99,40.00012333,116.3195367,-114,-6.2,2019-03-12T03:59:29.867508205Z
347,194,-108.51329815912463,167826,100,40.00041333,116.3194133,-107,3.8,2019-03-12T03:59:35.028790172Z
347,194,-105.31879480002063,167828,101,40.00043667,116.3193967,-104,4.5,2019-03-12T03:59:44.104706628Z
347,194,-112.60373555853748,167830,102,40.00043667,116.3193967,-111,3.5,2019-03-12T03:59:49.773009638Z
346,193,-96.87736039420676,167832,103,40.00054167,116.3193183,-96,6.5,2019-03-12T03:59:55.369119214Z
346,194,-100.5738221927363,167834,104,40.00053167,116.31936,-100,8.5,2019-03-12T04:00:04.742175453Z
345,194,-101.66683163887967,167836,105,40.00056,116.3193783,-101,7.8,2019-03-12T04:00:10.164878989Z
345,194,-117.97322793708696,167838,106,40.00056,116.3193783,-117,6,2019-03-12T04:00:16.126200757Z
346,194,-107.07833241382157,167840,107,40.00053667,116.3193967,-106,5.5,2019-03-12T04:00:21.874044244Z
346,194,-101.66683163887967,167842,108,40.0005,116.31946,-101,7.8,2019-03-12T04:00:30.371427228Z
346,194,-99.5149694202523,167844,109,40.00053667,116.319455,-99,9,2019-03-12T04:00:40.217461304Z
346,194,-109.45161530835512,167846,110,40.00053667,116.319455,-107,1.2,2019-03-12T04:00:45.848068088Z
346,194,-105.75746206410165,167848,111,40.00054333,116.3194483,-105,7.2,2019-03-12T04:00:51.558042348Z
