Row,Column,ESP,ID,FrameCnt,Latitude,Longitude,RSSI,SNR,Time
20,290,-130.2819746,165472,35,40.0299,116.330395,-113,-17.2,2019-03-11T00:37:39.313153878Z
20,290,-129.3029501,165473,36,40.0299,116.330395,-113,-16.2,2019-03-11T00:37:45.075347452Z
22,288,-132.576551,165474,37,40.02976167,116.33011,-115,-17.5,2019-03-11T00:37:51.033594201Z
24,291,-126.0221416,165475,39,40.02961167,116.3305133,-113,-12.8,2019-03-11T00:38:11.388207329Z
30,294,-127.1695429,165476,40,40.029075,116.3308317,-113,-14,2019-03-11T00:38:17.084535507Z
47,293,-119.7900975,165481,47,40.02754,116.3306883,-112,-7,2019-03-11T00:39:11.682600095Z
70,293,-128.6207077,165482,54,40.02542333,116.3307267,-113,-15.5,2019-03-11T00:40:05.404417426Z
70,293,-122.5149694,165483,55,40.02542333,116.3307267,-113,-9,2019-03-11T00:40:10.497839987Z
70,293,-122.4139269,165484,56,40.02542333,116.3307267,-112,-10,2019-03-11T00:40:16.379405276Z
91,293,-122.8707776,165485,57,40.023535,116.330795,-112,-10.5,2019-03-11T00:40:22.354882129Z
104,293,-120.4668316,165486,58,40.02235833,116.3308417,-112,-7.8,2019-03-11T00:40:28.039521237Z
118,294,-118.5993869,165488,60,40.02111833,116.3308783,-113,-4.2,2019-03-11T00:40:39.074922449Z
118,294,-122.8707776,165489,61,40.02111833,116.3308783,-112,-10.5,2019-03-11T00:40:44.598703592Z
132,294,-123.737602,165490,62,40.01987333,116.33092,-111,-12.5,2019-03-11T00:40:50.59667758Z
132,294,-120.7900975,165491,63,40.01987333,116.33092,-113,-7,2019-03-11T00:40:56.513004078Z
140,294,-123.1469918,165492,64,40.01914833,116.3309633,-112,-10.8,2019-03-11T00:41:01.673941043Z
142,294,-123.4139269,165494,65,40.018965,116.33096,-113,-10,2019-03-11T00:41:11.376427258Z
143,294,-125.5961209,165496,66,40.01889167,116.330965,-115,-10.2,2019-03-11T00:41:20.591564549Z
143,294,-123.8120968,165498,67,40.01889167,116.330965,-115,-8.2,2019-03-11T00:41:26.31398843Z
143,294,-126.4030451,165500,68,40.01887167,116.3309683,-113,-13.2,2019-03-11T00:41:35.353657231Z
149,294,-124.0778546,165502,69,40.018355,116.3309817,-112,-11.8,2019-03-11T00:41:44.803218983Z
153,294,-123.4139269,165503,70,40.01792333,116.3309833,-113,-10,2019-03-11T00:41:54.576993115Z
154,294,-124.5175486,165505,71,40.01789833,116.3310017,-113,-11.2,2019-03-11T00:42:00.450872745Z
154,294,-126.3319562,165506,72,40.017915,116.3310067,-115,-11,2019-03-11T00:42:10.524054379Z
153,295,-121.2108185,165508,73,40.01792333,116.3310117,-113,-7.5,2019-03-11T00:42:20.625754871Z
